bookmarked_at,BookmarkedAt,post_url,PostUrl,post_title,PostTitle
"March 4, 2020 at 06:43PM","March 4, 2020 at 06:43PM",https://medium.com/swlh/how-to-start-freelancing-cdaf798a0c35?source=ifttt--------------2,https://medium.com/swlh/how-to-start-freelancing-cdaf798a0c35?source=ifttt--------------2,How to Start Freelancing,How to Start Freelancing
"March 4, 2020 at 06:49PM","March 4, 2020 at 06:49PM",https://medium.com/swlh/how-to-use-design-thinking-in-the-ux-design-process-e33c4f11a6be?source=ifttt--------------2,https://medium.com/swlh/how-to-use-design-thinking-in-the-ux-design-process-e33c4f11a6be?source=ifttt--------------2,How to use design thinking in the UX design process,How to use design thinking in the UX design process
"March 5, 2020 at 12:22AM","March 5, 2020 at 12:22AM",https://medium.com/swlh/the-designers-workflow-30f6c7110ea8?source=ifttt--------------2,https://medium.com/swlh/the-designers-workflow-30f6c7110ea8?source=ifttt--------------2,The Designer's Workflow,The Designer's Workflow
"March 5, 2020 at 11:14AM","March 5, 2020 at 11:14AM",https://uxdesign.cc/ux-for-complex-data-design-ae2dc310a501?source=ifttt--------------2,https://uxdesign.cc/ux-for-complex-data-design-ae2dc310a501?source=ifttt--------------2,UX for Complex Data Design,UX for Complex Data Design
"March 5, 2020 at 11:15AM","March 5, 2020 at 11:15AM",https://uxdesign.cc/ux-research-complex-data-design-the-design-community-we-believe-in-and-more-ux-this-week-47cfe106ce51?source=ifttt--------------2,https://uxdesign.cc/ux-research-complex-data-design-the-design-community-we-believe-in-and-more-ux-this-week-47cfe106ce51?source=ifttt--------------2,"UX research, complex data design, the design community we believe in and more UX this week","UX research, complex data design, the design community we believe in and more UX this week"
"March 5, 2020 at 11:24AM","March 5, 2020 at 11:24AM",https://towardsdatascience.com/ux-design-guide-for-data-scientists-and-ai-products-465d32d939b0?source=ifttt--------------2,https://towardsdatascience.com/ux-design-guide-for-data-scientists-and-ai-products-465d32d939b0?source=ifttt--------------2,UX Design Guide for Data Scientists and AI Products,UX Design Guide for Data Scientists and AI Products
"March 6, 2020 at 02:28PM","March 6, 2020 at 02:28PM",https://medium.com/starschema-blog/a-comprehensive-guide-to-text-preprocessing-with-python-a47670c5c344?source=ifttt--------------2,https://medium.com/starschema-blog/a-comprehensive-guide-to-text-preprocessing-with-python-a47670c5c344?source=ifttt--------------2,A comprehensive guide to text preprocessing with python,A comprehensive guide to text preprocessing with python
"March 7, 2020 at 07:24AM","March 7, 2020 at 07:24AM",https://towardsdatascience.com/please-stop-doing-these-5-things-in-pandas-9fbabea897aa?source=ifttt--------------2,https://towardsdatascience.com/please-stop-doing-these-5-things-in-pandas-9fbabea897aa?source=ifttt--------------2,Please Stop Doing These 5 Things in Pandas,Please Stop Doing These 5 Things in Pandas
"March 7, 2020 at 07:04PM","March 7, 2020 at 07:04PM",https://medium.com/the-31-5-guy/how-to-use-ben-schneidermans-golden-rules-in-your-design-c91dda7b176c?source=ifttt--------------2,https://medium.com/the-31-5-guy/how-to-use-ben-schneidermans-golden-rules-in-your-design-c91dda7b176c?source=ifttt--------------2,How to use Ben Schneiderman's golden rules in your design,How to use Ben Schneiderman's golden rules in your design
"March 9, 2020 at 06:14AM","March 9, 2020 at 06:14AM",https://medium.com/better-programming/10-best-practices-for-your-daily-stand-up-bfc1c1dd9c69?source=ifttt--------------2,https://medium.com/better-programming/10-best-practices-for-your-daily-stand-up-bfc1c1dd9c69?source=ifttt--------------2,10 Best Practices for Your Daily Stand-Up,10 Best Practices for Your Daily Stand-Up
"March 9, 2020 at 04:24PM","March 9, 2020 at 04:24PM",https://towardsdatascience.com/natural-language-processing-nlp-analysis-of-product-reviews-by-online-shoppers-7a5966f5e615?source=ifttt--------------2,https://towardsdatascience.com/natural-language-processing-nlp-analysis-of-product-reviews-by-online-shoppers-7a5966f5e615?source=ifttt--------------2,Natural Language Processing (NLP) analysis of product reviews by online shoppers,Natural Language Processing (NLP) analysis of product reviews by online shoppers
"March 9, 2020 at 04:24PM","March 9, 2020 at 04:24PM",https://uxdesign.cc/3-design-thinking-exercises-to-make-problem-solving-more-exciting-98bc3bb67350?source=ifttt--------------2,https://uxdesign.cc/3-design-thinking-exercises-to-make-problem-solving-more-exciting-98bc3bb67350?source=ifttt--------------2,3 Design Thinking exercises to make problem-solving more exciting,3 Design Thinking exercises to make problem-solving more exciting
"March 10, 2020 at 12:07AM","March 10, 2020 at 12:07AM",https://marker.medium.com/why-organizations-are-so-good-at-solving-the-wrong-problems-17d414d0259?source=ifttt--------------2,https://marker.medium.com/why-organizations-are-so-good-at-solving-the-wrong-problems-17d414d0259?source=ifttt--------------2,Companies Are Brilliantly Solving the Wrong Problems,Companies Are Brilliantly Solving the Wrong Problems
"March 10, 2020 at 12:07AM","March 10, 2020 at 12:07AM",https://uxdesign.cc/why-design-thinking-workshops-dont-work-4f5a5cbe36a5?source=ifttt--------------2,https://uxdesign.cc/why-design-thinking-workshops-dont-work-4f5a5cbe36a5?source=ifttt--------------2,Why Design Thinking workshops don't work,Why Design Thinking workshops don't work
"March 10, 2020 at 12:16AM","March 10, 2020 at 12:16AM",https://uxdesign.cc/millers-law-an-ux-rule-to-create-better-users-experiences-9017072c52b8?source=ifttt--------------2,https://uxdesign.cc/millers-law-an-ux-rule-to-create-better-users-experiences-9017072c52b8?source=ifttt--------------2,Miller's Law: a UX rule to create better user experiences,Miller's Law: a UX rule to create better user experiences
"March 10, 2020 at 06:14AM","March 10, 2020 at 06:14AM",https://medium.com/@wanderfulworld1/can-passion-and-profit-ever-go-hand-in-hand-for-freelancers-65edad2d3c55?source=ifttt--------------2,https://medium.com/@wanderfulworld1/can-passion-and-profit-ever-go-hand-in-hand-for-freelancers-65edad2d3c55?source=ifttt--------------2,Can Passion and Profit Ever Go Hand in Hand for Freelancers?,Can Passion and Profit Ever Go Hand in Hand for Freelancers?
"March 10, 2020 at 07:16AM","March 10, 2020 at 07:16AM",https://medium.com/swlh/sentiment-classification-for-reviews-using-doc2vec-660ba594c336?source=ifttt--------------2,https://medium.com/swlh/sentiment-classification-for-reviews-using-doc2vec-660ba594c336?source=ifttt--------------2,Sentiment Classification For Reviews Using Doc2Vec,Sentiment Classification For Reviews Using Doc2Vec
"March 10, 2020 at 07:17AM","March 10, 2020 at 07:17AM",https://uxdesign.cc/are-you-asking-for-customer-feedback-3bd1597ce5d8?source=ifttt--------------2,https://uxdesign.cc/are-you-asking-for-customer-feedback-3bd1597ce5d8?source=ifttt--------------2,Are you asking for customer feedback?,Are you asking for customer feedback?
"March 11, 2020 at 12:06AM","March 11, 2020 at 12:06AM",https://humanparts.medium.com/10-things-i-wish-someone-had-told-me-about-freelancing-829b0ad2a866?source=ifttt--------------2,https://humanparts.medium.com/10-things-i-wish-someone-had-told-me-about-freelancing-829b0ad2a866?source=ifttt--------------2,10 Things I Wish Someone Had Told Me About Freelancing,10 Things I Wish Someone Had Told Me About Freelancing
"March 11, 2020 at 12:06AM","March 11, 2020 at 12:06AM",https://uxdesign.cc/understanding-teslers-law-and-its-implications-to-good-ux-4b8da87d751d?source=ifttt--------------2,https://uxdesign.cc/understanding-teslers-law-and-its-implications-to-good-ux-4b8da87d751d?source=ifttt--------------2,Understanding Tesler's law and its implications to good UX,Understanding Tesler's law and its implications to good UX
"March 11, 2020 at 12:07AM","March 11, 2020 at 12:07AM",https://uxdesign.cc/why-i-never-quote-a-fixed-price-c70427aab628?source=ifttt--------------2,https://uxdesign.cc/why-i-never-quote-a-fixed-price-c70427aab628?source=ifttt--------------2,Why I never quote a fixed price,Why I never quote a fixed price
"March 11, 2020 at 12:08AM","March 11, 2020 at 12:08AM",https://medium.com/@neemz/defining-design-thinking-in-theory-and-action-a998ab3a598a?source=ifttt--------------2,https://medium.com/@neemz/defining-design-thinking-in-theory-and-action-a998ab3a598a?source=ifttt--------------2,Defining 'Design Thinking' -- in theory and action,Defining 'Design Thinking' -- in theory and action
"March 11, 2020 at 12:11AM","March 11, 2020 at 12:11AM",https://uxdesign.cc/ux-laws-101-jakobs-law-962d18f4cc26?source=ifttt--------------2,https://uxdesign.cc/ux-laws-101-jakobs-law-962d18f4cc26?source=ifttt--------------2,UX Laws 101: Jakob's Law of familiarity,UX Laws 101: Jakob's Law of familiarity
"March 11, 2020 at 12:12AM","March 11, 2020 at 12:12AM",https://towardsdatascience.com/eda-using-pandas-profiling-3291d6e856bb?source=ifttt--------------2,https://towardsdatascience.com/eda-using-pandas-profiling-3291d6e856bb?source=ifttt--------------2,EDA Using Panda's Profiling,EDA Using Panda's Profiling
"March 12, 2020 at 01:38PM","March 12, 2020 at 01:38PM",https://uxdesign.cc/choosing-the-right-user-research-method-for-your-project-3c7adace3bb9?source=ifttt--------------2,https://uxdesign.cc/choosing-the-right-user-research-method-for-your-project-3c7adace3bb9?source=ifttt--------------2,Choosing the right user research method for your project,Choosing the right user research method for your project
"March 12, 2020 at 10:53PM","March 12, 2020 at 10:53PM",https://uxdesign.cc/how-can-you-test-the-demand-for-your-product-before-building-it-f9010bcfd646?source=ifttt--------------2,https://uxdesign.cc/how-can-you-test-the-demand-for-your-product-before-building-it-f9010bcfd646?source=ifttt--------------2,How can you test the demand for your product before building it?,How can you test the demand for your product before building it?
"March 12, 2020 at 10:54PM","March 12, 2020 at 10:54PM",https://medium.com/17seven/ui-design-principles-c6e5e63690f0?source=ifttt--------------2,https://medium.com/17seven/ui-design-principles-c6e5e63690f0?source=ifttt--------------2,UI Design Principles,UI Design Principles
"March 12, 2020 at 10:55PM","March 12, 2020 at 10:55PM",https://uxdesign.cc/getting-your-priorities-right-11208586c1c7?source=ifttt--------------2,https://uxdesign.cc/getting-your-priorities-right-11208586c1c7?source=ifttt--------------2,Getting your product priorities right,Getting your product priorities right
"March 12, 2020 at 10:55PM","March 12, 2020 at 10:55PM",https://uxdesign.cc/ux-checklists-how-to-tailor-them-to-your-needs-d6bc75c3e861?source=ifttt--------------2,https://uxdesign.cc/ux-checklists-how-to-tailor-them-to-your-needs-d6bc75c3e861?source=ifttt--------------2,UX checklists: how to tailor them to your needs,UX checklists: how to tailor them to your needs
"March 13, 2020 at 07:02AM","March 13, 2020 at 07:02AM",https://uxdesign.cc/what-4-years-running-remote-design-thinking-sessions-have-taught-me-about-managing-remote-designers-51e4e274ba26?source=ifttt--------------2,https://uxdesign.cc/what-4-years-running-remote-design-thinking-sessions-have-taught-me-about-managing-remote-designers-51e4e274ba26?source=ifttt--------------2,What 4 years running remote Design Thinking sessions have taught me about managing remote designers,What 4 years running remote Design Thinking sessions have taught me about managing remote designers
"March 13, 2020 at 07:26AM","March 13, 2020 at 07:26AM",https://medium.com/swlh/i-hate-my-online-business-4bf6578b4410?source=ifttt--------------2,https://medium.com/swlh/i-hate-my-online-business-4bf6578b4410?source=ifttt--------------2,I Hate My Online Business,I Hate My Online Business
"March 13, 2020 at 12:28PM","March 13, 2020 at 12:28PM",https://towardsdatascience.com/feature-engineering-with-nltk-for-nlp-and-python-82f493a937a0?source=ifttt--------------2,https://towardsdatascience.com/feature-engineering-with-nltk-for-nlp-and-python-82f493a937a0?source=ifttt--------------2,Feature Engineering with NLTK for NLP and Python,Feature Engineering with NLTK for NLP and Python
"March 16, 2020 at 06:26AM","March 16, 2020 at 06:26AM",https://towardsdatascience.com/spacy-basics-4b606a70f97b?source=ifttt--------------2,https://towardsdatascience.com/spacy-basics-4b606a70f97b?source=ifttt--------------2,spaCy Basics,spaCy Basics
"March 17, 2020 at 10:13PM","March 17, 2020 at 10:13PM",https://uxdesign.cc/ux-inspiration-8-serial-position-effects-5ba07be78cce?source=ifttt--------------2,https://uxdesign.cc/ux-inspiration-8-serial-position-effects-5ba07be78cce?source=ifttt--------------2,UX Laws #5: Serial position effects,UX Laws #5: Serial position effects
"March 17, 2020 at 10:15PM","March 17, 2020 at 10:15PM",https://medium.com/@sangramsing/building-a-natural-language-processing-pipeline-9d93fa8ebdfb?source=ifttt--------------2,https://medium.com/@sangramsing/building-a-natural-language-processing-pipeline-9d93fa8ebdfb?source=ifttt--------------2,Building a Natural Language Processing Pipeline,Building a Natural Language Processing Pipeline
"March 17, 2020 at 10:17PM","March 17, 2020 at 10:17PM",https://uxdesign.cc/10-principles-for-ethical-ux-designs-21faf5ab243d?source=ifttt--------------2,https://uxdesign.cc/10-principles-for-ethical-ux-designs-21faf5ab243d?source=ifttt--------------2,10 Principles for Ethical UX Designs,10 Principles for Ethical UX Designs
"March 17, 2020 at 10:22PM","March 17, 2020 at 10:22PM",https://medium.com/swlh/replace-environment-variables-in-your-index-html-95ed2687575e?source=ifttt--------------2,https://medium.com/swlh/replace-environment-variables-in-your-index-html-95ed2687575e?source=ifttt--------------2,Replace Environment Variables In Your Index.html,Replace Environment Variables In Your Index.html
"March 17, 2020 at 10:32PM","March 17, 2020 at 10:32PM",https://uxdesign.cc/the-secret-to-becoming-a-better-product-designer-ca253a545969?source=ifttt--------------2,https://uxdesign.cc/the-secret-to-becoming-a-better-product-designer-ca253a545969?source=ifttt--------------2,3 areas of focus to becoming a better Product Designer,3 areas of focus to becoming a better Product Designer
"March 19, 2020 at 07:48AM","March 19, 2020 at 07:48AM",https://uxdesign.cc/ux-psychology-principles-seven-important-questions-960579272880?source=ifttt--------------2,https://uxdesign.cc/ux-psychology-principles-seven-important-questions-960579272880?source=ifttt--------------2,Don Norman's seven important questions of user interaction,Don Norman's seven important questions of user interaction
"March 19, 2020 at 07:48AM","March 19, 2020 at 07:48AM",https://medium.com/snapout/a-beginners-guide-to-conducting-a-useful-design-sprint-a95e7be6ac62?source=ifttt--------------2,https://medium.com/snapout/a-beginners-guide-to-conducting-a-useful-design-sprint-a95e7be6ac62?source=ifttt--------------2,A beginner's guide to conducting a useful design sprint,A beginner's guide to conducting a useful design sprint
"March 19, 2020 at 07:48AM","March 19, 2020 at 07:48AM",https://uxdesign.cc/growing-as-a-product-designer-losers-have-goals-and-winners-have-systems-a8a1bda4531d?source=ifttt--------------2,https://uxdesign.cc/growing-as-a-product-designer-losers-have-goals-and-winners-have-systems-a8a1bda4531d?source=ifttt--------------2,"Growing as a product designer: ""losers have goals and winners have systems""","Growing as a product designer: ""losers have goals and winners have systems"""
"March 19, 2020 at 07:48AM","March 19, 2020 at 07:48AM",https://medium.com/falling-into-freelancing/how-i-created-multiple-income-streams-6fa83c80cc69?source=ifttt--------------2,https://medium.com/falling-into-freelancing/how-i-created-multiple-income-streams-6fa83c80cc69?source=ifttt--------------2,How I Created Multiple Income Streams,How I Created Multiple Income Streams
